@relation wine-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6
6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6
6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5
7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5
8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6
5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6
7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6
8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6
5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6
7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6
9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5
6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6
7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,6
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6
7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6
5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6
6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5
7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5
6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6
8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6
7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5
6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7
6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5
7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6
5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8
7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6
6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7
8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
